timestamp,cpustatus
2018-05-05 18:47:20, +0
2018-05-05 18:47:24, +0
2018-05-05 18:47:27, +0
2018-05-05 18:47:30, +0
2018-05-05 18:47:33, +0
2018-05-05 18:47:37, +0
