timestamp,elapsedtime
2018-05-05 18:35:23," 646
"
2018-05-05 18:35:26," 122
"
2018-05-05 18:35:30," 100
"
2018-05-05 18:35:33," 119
"
2018-05-05 18:35:36," 111
"
2018-05-05 18:35:39," 99
"
